locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1577179,BH & MT LLC,Truck,736000,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,039,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6005214.088,2106542.595,37.764459521442355,-122.42516137635808,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.764459521442355, -122.42516137635808)",8,4,5,28859,19
1577113,"BOWL'D ACAI, LLC.",Truck,8122000,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,0353001,0353,001,21MFF-00124,APPROVED,Acai Bowls: Smoothies: Juices,6007971.743,2112224.278,37.78021548028814,-122.41602577015111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00124&ExportPDF=1&Filename=21MFF-00124_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,0,11/15/2022 12:00:00 AM,"(37.78021548028814, -122.41602577015111)",7,10,9,28852,36
1577178,BH & MT LLC,Truck,6565000,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,1200015,1200,015,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6000796.184,2110578.354,37.77529014231951,-122.4407311621107,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.77529014231951, -122.4407311621107)",15,5,11,29492,10
1577177,BH & MT LLC,Truck,6563000,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002D,1202,002D,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6001782.163,2110734.277,37.775774368410254,-122.43733160784082,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.775774368410254, -122.43733160784082)",15,5,11,29492,10
1577112,"BOWL'D ACAI, LLC.",Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,0261005,0261,005,21MFF-00124,APPROVED,Acai Bowls: Smoothies: Juices,6012649.224,2116554.374,37.79236678688307,-122.40014830676716,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00124&ExportPDF=1&Filename=21MFF-00124_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,0,11/15/2022 12:00:00 AM,"(37.79236678688307, -122.40014830676716)",4,1,10,28854,6
1577174,BH & MT LLC,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,001,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.783922070111466,-122.44672163317198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.783922070111466, -122.44672163317198)",15,6,1,54,31
1591810,Flavors of Africa,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),405 HOWARD ST,3737030,3737,030,22MFF-00017,SUSPEND,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,6014066.5664,2115128.28746,37.788530010632506,-122.39514429387364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00017&ExportPDF=1&Filename=22MFF-00017_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.788530010632506, -122.39514429387364)",6,2,9,28855,6
1577173,BH & MT LLC,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,007,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(0.0, 0.0)",,,,,
1577114,"BOWL'D ACAI, LLC.",Truck,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,0240001,0240,001,21MFF-00125,APPROVED,Acai Bowls: Smoothies: Juices,6011767.937,2117013.017,37.79357693326183,-122.40322987670133,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00125&ExportPDF=1&Filename=21MFF-00125_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,0,11/15/2022 12:00:00 AM,"(37.79357693326183, -122.40322987670133)",4,1,10,28854,6
1577176,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,001,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.768320249510616,-122.42711064395493,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.768320249510616, -122.42711064395493)",8,4,5,28862,3
1577175,BH & MT LLC,Truck,1232000,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),401 23RD ST,4232010,4232,010,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6016887.317,2102871.037,37.755030726766726,-122.38453073422282,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.755030726766726, -122.38453073422282)",10,3,8,28856,29
1577180,BH & MT LLC,Truck,8764101,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,3543003B,3543,003B,21MFF-00128,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6003973.245,2107356.733,37.7666247727157,-122.42951117634738,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00128&ExportPDF=1&Filename=21MFF-00128_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,1,11/15/2022 12:00:00 AM,"(37.7666247727157, -122.42951117634738)",8,4,5,28862,3
1577115,"BOWL'D ACAI, LLC.",Truck,3357000,BUCHANAN ST: NORTH POINT ST to BEACH ST \ LOWER FORT MASON ST \ MARINA BLVD (3700 - 3799),15 MARINA BLVD,0446002,0446,002,21MFF-00126,APPROVED,Acai Bowls: Poke Bowls: Smoothies: Juices,6003247.31181,2121194.21345,37.80457786909011,-122.43301077434302,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00126&ExportPDF=1&Filename=21MFF-00126_schedule.pdf,,,12/03/2021 12:00:00 AM,20211203,0,11/15/2022 12:00:00 AM,"(37.80457786909011, -122.43301077434302)",13,9,1,57,17
1576215,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,004,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854328902419,-122.40849289243862,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.76854328902419, -122.40849289243862)",8,4,8,28853,19
1576221,Natan's Catering,Truck,185205,,1650 03RD ST,8711007,8711,007,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014983.88328,2108042.28534,37.769124412168054,-122.39147491124585,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.769124412168054, -122.39147491124585)",14,3,9,310,20
1576213,Natan's Catering,Truck,0,,Assessors Block 5216/Lot030,5216030,5216,030,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015212.23,2099399.714,37.74540642941645,-122.39008122484672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.74540642941645, -122.39008122484672)",10,3,8,58,1
1576205,Natan's Catering,Truck,0,,Assessors Block 8722/Lot003,8722003,8722,003,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014776.59744,2107430.47828,37.76743301733124,-122.39214911417167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.76743301733124, -122.39214911417167)",14,3,9,310,20
1576217,Natan's Catering,Truck,1232000,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,010,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016887.317,2102871.037,37.755030726766726,-122.38453073422282,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.755030726766726, -122.38453073422282)",10,3,8,28856,29
1576233,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,001,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.76746628714475,-122.39086028943053,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.76746628714475, -122.39086028943053)",14,3,9,310,20
1576226,Natan's Catering,Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,066,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.94361,2099135.86798,37.74475219161639,-122.38567924872147,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.74475219161639, -122.38567924872147)",10,3,8,58,1
1576209,Natan's Catering,Truck,0,,Assessors Block 4058/Lot010,4058010,4058,010,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015895.442,2105131.652,37.761182994505084,-122.38811870407658,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.761182994505084, -122.38811870407658)",10,3,8,28856,29
1576220,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.75076076946013,-122.40154029135653,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.75076076946013, -122.40154029135653)",10,3,8,28856,29
1577123,El Calamar Perubian Food Truck,Truck,9091000,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,019,21MFF-00127,APPROVED,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.,6012696.635,2115129.488,37.788457028828915,-122.3998841605663,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00127&ExportPDF=1&Filename=21MFF-00127_schedule.pdf,,,12/16/2021 12:00:00 AM,20211203,0,11/15/2022 12:00:00 AM,"(37.788457028828915, -122.3998841605663)",12,2,9,28855,6
1575189,Park's Catering,Truck,5582000,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,049,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6018439.93443,2092406.50106,37.726382932182176,-122.37843478266778,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.726382932182176, -122.37843478266778)",10,3,8,58,1
1591786,Faith Sandwich,Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,005,22MFF-00013,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6013902.41,2116435.193,37.79210933860902,-122.39580386550163,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00013&ExportPDF=1&Filename=22MFF-00013_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.79210933860902, -122.39580386550163)",12,2,9,28855,6
1575196,Park's Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,4343004,4343,004,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6012688.941,2100244.688,37.74758627625646,-122.39886570079622,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74758627625646, -122.39886570079622)",10,3,8,58,1
1575178,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,016,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014805.514,2099795.201,37.74646978811481,-122.3915152387716,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74646978811481, -122.3915152387716)",10,3,8,58,1
1575193,Park's Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6011789.79,2100273.801,37.74761607223309,-122.40197697572432,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74761607223309, -122.40197697572432)",10,3,8,58,1
1591811,Flavors of Africa,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,3721120,3721,120,22MFF-00017,SUSPEND,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,6013055.64573,2115118.24153,37.78844615690132,-122.3986412420388,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00017&ExportPDF=1&Filename=22MFF-00017_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.78844615690132, -122.3986412420388)",12,2,9,28855,6
1591783,FRUITYMANIA,Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,0329005,0329,005,22MFF-00011,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,6010493.859,2113955.658,37.78511092044776,-122.40742266827704,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00011&ExportPDF=1&Filename=22MFF-00011_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.78511092044776, -122.40742266827704)",14,10,10,28852,6
1575197,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,5203035,5203,035,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016150.748,2098500.68,37.74298987477535,-122.38677326717601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74298987477535, -122.38677326717601)",10,3,8,58,1
1575186,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,002,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019061.11822,2096525.4056,37.737726866595764,-122.37657291457295,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.737726866595764, -122.37657291457295)",10,3,8,58,1
755221,Fruteria Serrano,,9167000,MISSION ST: OCEAN AVE to PERSIA AVE (4650 - 4699),4650 MISSION ST,6955044,6955,044,16MFF-0011,REQUESTED,Fruits including mangoes: pineapples: coconuts: watermelon: corn: cucumber: potatoes chips: water: Mexican drinks: sodas: juices: snow cones,6001790.666,2091754.638,37.723661279505265,-122.43594382523997,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0011&ExportPDF=1&Filename=16MFF-0011_schedule.pdf,Mo/Th/Fr:11AM-6PM,,,20160217,0,03/15/2017 12:00:00 AM,"(37.723661279505265, -122.43594382523997)",9,7,6,28861,25
1337787,Giant Burrito,Truck,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,065,19MFF-00088,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6002948.585,2087593.93,37.712302604744416,-122.43164419037294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00088&ExportPDF=1&Filename=19MFF-00088_schedule.pdf,,,,20190715,0,07/15/2020 12:00:00 AM,"(37.712302604744416, -122.43164419037294)",9,7,6,28861,5
1591781,Street Meet,Truck,9053000,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),777 MARIPOSA ST,3997004,3997,004,22MFF-00010,SUSPEND,Tacos: burritos: quesadillas: tortas: asada fries: nachos,6015005.349,2106106.834,37.76381127729062,-122.3912653505994,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00010&ExportPDF=1&Filename=22MFF-00010_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.76381127729062, -122.3912653505994)",14,3,8,28856,29
1332947,Mini Mobile Food Catering,Truck,7740000,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,001,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6011939.508,2100756.7,37.748950363427056,-122.40149318970822,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,06/26/2019 12:00:00 AM,20190626,1,01/15/2021 12:00:00 AM,"(37.748950363427056, -122.40149318970822)",10,3,8,58,1
1591787,Faith Sandwich,Push Cart,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,095,22MFF-00014,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6012851.27,2115274.827,37.78886471534304,-122.39935935136297,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00014&ExportPDF=1&Filename=22MFF-00014_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.78886471534304, -122.39935935136297)",12,2,9,28855,6
